desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
446480202200859,http://www.animal.go.kr/files/shelter/2022/08/202208291408796_s.jpg,20220829,옥암베아체@부근,[고양이] 한국 고양이,검정색,2022(년생),0.12(Kg),전남-목포-2022-00859,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408796.jpg,보호중,M,N,혼자 아파트단지내에서 배회,목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
445479202200549,http://www.animal.go.kr/files/shelter/2022/08/202208291508510_s.jpg,20220829,강산 공업사,[개] 믹스견,베이지색,2019(년생),15(Kg),전북-부안-2022-00520,20220829,20220913,http://www.animal.go.kr/files/shelter/2022/08/202208291508510.jpg,보호중,M,U,몸집이 크고 털이 풍성함,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200548,http://www.animal.go.kr/files/shelter/2022/08/202208291508919_s.jpg,20220829,부안 소방서,[개] 믹스견,흰색,2019(년생),13(Kg),전북-부안-2022-00519,20220829,20220913,http://www.animal.go.kr/files/shelter/2022/08/202208291508919.jpg,보호중,F,U,피부병이 살짝 있음,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200547,http://www.animal.go.kr/files/shelter/2022/08/202208291508409_s.jpg,20220829,변산 해수욕장 전라북도 교육청 교직원 수련원 앞,[개] 푸들,흰색,2020(년생),3.5(Kg),전북-부안-2022-00518,20220829,20220913,http://www.animal.go.kr/files/shelter/2022/08/202208291508409.jpg,보호중,M,Y,"미용이 되어있고, 사람을 잘 따르며 순하고 활발함",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445470202200774,http://www.animal.go.kr/files/shelter/2022/08/202208291908806_s.jpg,20220829,송동면,[개] 믹스견,갈백색,2022(년생),21.4(Kg),전북-남원-2022-00476,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291908806.jpg,보호중,F,U,사진참조,청원동물병원,063-633-3533,전라북도 남원시 죽항동 278번지,전라북도 남원시,남원시,063-620-6420,
445469202201053,http://www.animal.go.kr/files/shelter/2022/08/202208291208135_s.jpg,20220829,정읍시 상동 롯데리아,[개] 믹스견,갈색,2020(년생),8(Kg),전북-정읍-2022-00393,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291208135.jpg,보호중,M,U,"도로 주변 배회중인 유기견 포획,  안검내반으로 인해 쌍커풀 수술 필요",정읍시 동물보호소,063-535-6295,전라북도 정읍시 2산단5길 37-1 (하북동),전라북도 정읍시,정읍시,063-539-6403,
445469202201052,http://www.animal.go.kr/files/shelter/2022/08/202208290808634_s.jpg,20220829,정읍시 상동지구대,[개] 믹스견,흰색,2021(년생),4(Kg),전북-정읍-2022-00392,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208290808634.jpg,보호중,M,U,도로 배회중인 유기견을 지구대 경찰관이 구조,정읍시 동물보호소,063-535-6295,전라북도 정읍시 2산단5길 37-1 (하북동),전라북도 정읍시,정읍시,063-539-6403,
445467202201546,http://www.animal.go.kr/files/shelter/2022/08/202208291808213_s.jpg,20220829,원아산1길 57-10,[고양이] 믹스묘,고등어,2020(년생),6(Kg),전북-군산-2022-00829,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291808213.jpg,보호중,M,N,포획틀구조 뒷다리상태나쁨,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,
445467202201545,http://www.animal.go.kr/files/shelter/2022/08/20220829170826_s.jpg,20220829,신광동 403,[고양이] 믹스묘,검/흰,2020(년생),6(Kg),전북-군산-2022-00828,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/20220829170826.jpg,보호중,M,N,포획틀구조 이마 목 상처 있음,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,
445467202201544,http://www.animal.go.kr/files/shelter/2022/08/202208291508961_s.jpg,20220829,월명로360,[고양이] 믹스묘,삼색이,2022(년생),0.7(Kg),전북-군산-2022-00827,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291508961.jpg,보호중,F,N,뒷다리 상태 나쁨 2개월추정,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,
445467202201543,http://www.animal.go.kr/files/shelter/2022/08/202208291408529_s.jpg,20220829,동군산로 556,[개] 믹스견,검/흰,2021(년생),8(Kg),전북-군산-2022-00826,20220829,20220913,http://www.animal.go.kr/files/shelter/2022/08/202208291408529.jpg,보호중,F,N,여성은 좋아하나 남성은 경계함,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,
445464202202475,http://www.animal.go.kr/files/shelter/2022/08/202208292308171_s.jpg,20220829,틀못4길 33,[고양이] 한국 고양이,흰색갈색,2022(년생),1.7(Kg),전북-전주-2022-01156,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208292308171.jpg,보호중,M,N,이동장안에 있었음,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,
445464202202474,http://www.animal.go.kr/files/shelter/2022/08/202208292308645_s.jpg,20220829,배미실 마을길 22-11,[개] 믹스견,흰색검갈색,2021(년생),17(Kg),전북-전주-2022-01155,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208292308645.jpg,보호중,M,N,빨강색 목줄 착용,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,
445464202202473,http://www.animal.go.kr/files/shelter/2022/08/202208292008798_s.jpg,20220829,완산구 용머리로 32 Uplus,[고양이] 한국 고양이,"검정색, 흰색",2022(년생),0.6(Kg),전북-전주-2022-01154,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208292008798.jpg,보호중,M,N,"결막염,감기",늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)",전라북도 전주시,김상찬,063-281-5277,
445464202202472,http://www.animal.go.kr/files/shelter/2022/08/202208292008747_s.jpg,20220829,전라북도 전주시 덕진구 팔복동4가 116 같이가개 인근,[개] 믹스견,갈색,2022(년생),1.6(Kg),전북-전주-2022-01153,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208292008747.jpg,보호중,F,N,코주변 흰색털,늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)",전라북도 전주시,김상찬,063-281-5277,
445464202202471,http://www.animal.go.kr/files/shelter/2022/08/202208291808541_s.jpg,20220829,팔달로 255,[고양이] 한국 고양이,"갈색, 흰색",2022(년생),0.1(Kg),전북-전주-2022-01152,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291808541.jpg,보호중,M,N,너무어림,늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)",전라북도 전주시,김상찬,063-281-5277,
445464202202470,http://www.animal.go.kr/files/shelter/2022/08/202208291708666[1]_s.jpg,20220829,팔달로 255,[고양이] 한국 고양이,갈색 흰색,2022(년생),0.1(Kg),전북-전주-2022-01151,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291708666[1].jpg,보호중,M,N,너무어림,늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)",전라북도 전주시,김상찬,063-281-5277,
445464202202469,http://www.animal.go.kr/files/shelter/2022/08/202208291608172[1]_s.jpg,20220829,삼천천변3길 32-3,[고양이] 한국 고양이,삼색,2022(년생),0.2(Kg),전북-전주-2022-01150,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291608172[1].jpg,종료(자연사),F,N,쓰레기봉투 속에서 발견,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202468,http://www.animal.go.kr/files/shelter/2022/08/202208291608121_s.jpg,20220829,삼천천변3길 32-3,[고양이] 한국 고양이,삼색,2022(년생),0.2(Kg),전북-전주-2022-01149,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291608121.jpg,보호중,F,N,쓰레기봉투 속에서 발견,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202467,http://www.animal.go.kr/files/shelter/2022/08/202208291608779_s.jpg,20220829,삼천천변3길 32-3,[고양이] 한국 고양이,삼색,2022(년생),0.2(Kg),전북-전주-2022-01148,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291608779.jpg,종료(자연사),F,N,쓰레기봉투 속에서 발견,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202466,http://www.animal.go.kr/files/shelter/2022/08/202208291608143_s.jpg,20220829,삼천천변3길 32-3,[고양이] 한국 고양이,치즈,2022(년생),0.2(Kg),전북-전주-2022-01147,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291608143.jpg,보호중,M,N,쓰레기봉투 속에서 발견,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202463,http://www.animal.go.kr/files/shelter/2022/08/202208291208589_s.jpg,20220829,덕진구 지행당길179,[개] 믹스견,흰색,2020(년생),5.5(Kg),전북-전주-2022-01144,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/202208291208589.jpg,보호중,F,N,"온순함, 사람을 잘따름",늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)",전라북도 전주시,김상찬,063-281-5277,
444568202200920,http://www.animal.go.kr/files/shelter/2022/08/20220829160865_s.jpg,20220829,당진시 송악읍 오룡산길 57,[개] 믹스견,"검,갈",2020(년생),15.00(Kg),충남-당진-2022-00403,20220829,20220907,http://www.animal.go.kr/files/shelter/2022/08/20220829160865.jpg,보호중,F,U,약간 경계함,당진시동물보호소,041-356-8210,충청남도 당진시 고대면 연동로 30-6 (고대면),충청남도 당진시,당진시,041-350-4250,
444461202200421,http://www.animal.go.kr/files/shelter/2022/08/202208291408204_s.jpg,20220829,예산읍 예산로 119,[개] 믹스견,흰색,2022(년생),4(Kg),충남-예산-2022-00400,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408204.jpeg,보호중,M,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200420,http://www.animal.go.kr/files/shelter/2022/08/202208291408882_s.jpg,20220829,고덕면 구만리,[개] 믹스견,흰색,2020(년생),7(Kg),충남-예산-2022-00399,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408882.jpeg,보호중,M,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200419,http://www.animal.go.kr/files/shelter/2022/08/202208291408874_s.jpg,20220829,오가면 분천리 도로상,[개] 믹스견,검은색,2020(년생),20(Kg),충남-예산-2022-00398,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408874.jpeg,보호중,M,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200418,http://www.animal.go.kr/files/shelter/2022/08/202208291408316_s.jpg,20220829,대술면 장복리 440-2,[개] 믹스견,검은색,2020(년생),20(Kg),충남-예산-2022-00397,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408316.jpeg,보호중,M,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200417,http://www.animal.go.kr/files/shelter/2022/08/202208291408836_s.jpg,20220829,고덕면 상궁리,[개] 골든 리트리버,갈색,2020(년생),15(Kg),충남-예산-2022-00396,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408836.jpeg,보호중,M,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200416,http://www.animal.go.kr/files/shelter/2022/08/202208291408501_s.jpg,20220829,대술면 마전하삼길 171,[개] 믹스견,갈색,2022(년생),2(Kg),충남-예산-2022-00395,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408501.jpeg,보호중,F,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200415,http://www.animal.go.kr/files/shelter/2022/08/202208291408521_s.jpg,20220829,아리랑로 77-6,[개] 믹스견,삼색,2020(년생),4(Kg),충남-예산-2022-00394,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408521.jpeg,보호중,M,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200414,http://www.animal.go.kr/files/shelter/2022/08/202208291408464_s.jpg,20220829,서계양길 52,[개] 믹스견,갈색,2022(년생),5(Kg),충남-예산-2022-00393,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291408464.jpeg,보호중,M,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200413,http://www.animal.go.kr/files/shelter/2022/08/202208291308939_s.jpg,20220829,대학로 6번길 32-19,[개] 말티즈,흰색,2020(년생),3(Kg),충남-예산-2022-00392,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308939.jpeg,보호중,M,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200412,http://www.animal.go.kr/files/shelter/2022/08/202208291308772[1]_s.jpg,20220829,예당관광로 746-17,[개] 믹스견,흰색,2022(년생),1(Kg),충남-예산-2022-00391,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308772[1].jpeg,보호중,Q,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200411,http://www.animal.go.kr/files/shelter/2022/08/202208291308155_s.jpg,20220829,예당관광로 746-17,[개] 믹스견,"갈색, 검은색",2022(년생),1(Kg),충남-예산-2022-00410,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308155.jpeg,보호중,Q,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200410,http://www.animal.go.kr/files/shelter/2022/08/202208291308732_s.jpg,20220829,예당관광로 746-17,[개] 믹스견,"흰색, 갈색",2022(년생),1(Kg),충남-예산-2022-00409,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308732.jpeg,보호중,Q,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200409,http://www.animal.go.kr/files/shelter/2022/08/202208291308821_s.jpg,20220829,예당관광로 746-17,[개] 믹스견,"흰색, 검은색",2020(년생),4(Kg),충남-예산-2022-00408,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308821.jpeg,보호중,F,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200408,http://www.animal.go.kr/files/shelter/2022/08/20220829130818_s.jpg,20220829,예당관광로 746-17,[개] 믹스견,"흰색, 검은색",2020(년생),4(Kg),충남-예산-2022-00407,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/20220829130818.jpeg,보호중,F,N,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200407,http://www.animal.go.kr/files/shelter/2022/08/202208291308831_s.jpg,20220829,삽교 용동2길 19-13,[고양이] 한국 고양이,고등어태비,2022(년생),0.1(Kg),충남-예산-2022-00406,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308831.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200406,http://www.animal.go.kr/files/shelter/2022/08/202208291308513_s.jpg,20220829,삽교 용동2길 19-13,[고양이] 한국 고양이,흰색,2022(년생),0.1(Kg),충남-예산-2022-00405,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308513.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200405,http://www.animal.go.kr/files/shelter/2022/08/202208291308445_s[1].jpg,20220829,삽교 용동2길 19-13,[고양이] 한국 고양이,흰색,2022(년생),0.1(Kg),충남-예산-2022-00404,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308445.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200404,http://www.animal.go.kr/files/shelter/2022/08/202208291308777_s.jpg,20220829,삽교읍 용동2길 19-13,[고양이] 한국 고양이,검은색,2022(년생),0.1(Kg),충남-예산-2022-00403,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308777.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200403,http://www.animal.go.kr/files/shelter/2022/08/202208291308772_s.jpg,20220829,덕산면 가야산로 307-7,[고양이] 한국 고양이,고등어태비,2022(년생),1(Kg),충남-예산-2022-00402,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308772.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200402,http://www.animal.go.kr/files/shelter/2022/08/202208291308141_s.jpg,20220829,덕산면 가야산로 307-7,[고양이] 한국 고양이,턱시도,2022(년생),1(Kg),충남-예산-2022-00401,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208291308141.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444458202200372,http://www.animal.go.kr/files/shelter/2022/08/202208292208774_s.jpg,20220829,충청남도 서천군 종천면 백운길 76 종천2리 노인회관,[개] 믹스견,갈색,2017(년생),17(Kg),충남-서천-2022-00160,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208292208774.jpg,보호중,F,N,종천면 동네 배회로 신고된 갈색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,
444458202200371,http://www.animal.go.kr/files/shelter/2022/08/202208292208502_s[1].jpg,20220829,충청남도 서천군 마서면 장천로442번길 56 남전교회,[개] 믹스견,갈색흰색,2022(년생),2(Kg),충남-서천-2022-00159,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208292208502.jpeg,보호중,F,N,마서면 동네 유기로 신고된 갈색흰색 암컷 단모강아지-3마리,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,
444458202200370,http://www.animal.go.kr/files/shelter/2022/08/202208292208474_s.jpg,20220829,충청남도 서천군 마서면 장천로442번길 56 남전교회,[개] 믹스견,검은색 흰색,2022(년생),2(Kg),충남-서천-2022-00158,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208292208474.jpeg,보호중,M,N,마서면 동네 유기로 신고된 검은색흰색 수컷 단모강아지-3마리,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,
444458202200369,http://www.animal.go.kr/files/shelter/2022/08/20220829220867_s.jpg,20220829,충청남도 서천군 마서면 장천로442번길 56 남전교회,[개] 믹스견,흰색,2022(년생),2(Kg),충남-서천-2022-00157,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/20220829220867.jpeg,보호중,M,N,마서면 동네 유기로 신고된 흰색 수컷 단모강아지-3마리,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,
444458202200368,http://www.animal.go.kr/files/shelter/2022/08/202208292108413_s.jpg,20220829,충청남도 서천군 종천면 백운길 76 종천2리 노인회관,[개] 믹스견,흰색,2017(년생),20(Kg),충남-서천-2022-00156,20220829,20220908,http://www.animal.go.kr/files/shelter/2022/08/202208292108413.jpg,보호중,F,N,종천면 동네 배회로 신고된 흰색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,
