desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
444449202201120,http://www.animal.go.kr/files/shelter/2022/08/202208171308935_s.jpg,20220816,천안시 동남구 목천읍 한라 홀딩스,[고양이] 한국 고양이,흑백 고등어,2022(년생),0.28(Kg),충남-천안-2022-00770,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308935.jpg,종료(자연사),M,N,"35일령. 4마리 함께구조,얼굴은 고등어색 몸은 흑백임",유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5735
444449202201119,http://www.animal.go.kr/files/shelter/2022/08/202208171308134_s.jpg,20220816,천안시 동남구 목천읍 한라 홀딩스,[고양이] 한국 고양이,흑백,2022(년생),0.28(Kg),충남-천안-2022-00769,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308134.jpg,종료(자연사),M,N,35일령.4마리 함께구조,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5735
443444202200264,http://www.animal.go.kr/files/shelter/2022/08/202208170908377_s.jpg,20220816,상촌면 하유곡1길88,[개] 믹스견,흰색바탕에 검정 무늬,2017(년생),11.8(Kg),충북-영동-2022-00114,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908377.jpg,보호중,M,U,"미등록, 목줄착용",최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)",충청북도 영동군,영동군 동물보호담당,043-740-3443
442427202200180,http://www.animal.go.kr/files/shelter/2022/08/20220817150807_s.jpg,20220816,김삿갓면 망경대산길 135-6,[개] 믹스견,흰색,2019(년생),7(Kg),강원-영월-2022-00107,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/20220817150807.png,보호중,F,N,온순함,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329,강원도 영월군,가축방역,033-370-1613
442427202200179,http://www.animal.go.kr/files/shelter/2022/08/202208171508232_s.jpg,20220816,김삿갓면 망경대산길 135-6,[개] 믹스견,흰색,2020(년생),12(Kg),강원-영월-2022-00106,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171508232.png,보호중,M,N,온순함,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329,강원도 영월군,가축방역,033-370-1613
442425202200325,http://www.animal.go.kr/files/shelter/2022/08/202208171708387_s.jpg,20220816,서면 밤벌길 66-12,[개] 시바,황색,2018(년생),10.00(Kg),강원-홍천-2022-00222,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708387.jpg,보호중,M,U,서면 밤벌길에서 구조,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터)",강원도 홍천군,홍천군,033-430-2741
442425202200324,http://www.animal.go.kr/files/shelter/2022/08/202208171708195_s.jpg,20220816,남면 신대리 550-10,[개] 라브라도 리트리버,황색,2018(년생),18.00(Kg),강원-홍천-2022-00221,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708195.jpg,보호중,F,N,임신한 상태,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터)",강원도 홍천군,홍천군,033-430-2741
441560202201011,http://www.animal.go.kr/files/shelter/2022/08/202208171608825_s[1].jpg,20220816,송선로149번길 75 인근,[개] 믹스견,갈/흰,2022(년생),6.7(Kg),경기-포천-2022-00751,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608825.jpg,보호중,F,U,코초코색. 사람좋아함. 진드기오염. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883
441560202201010,http://www.animal.go.kr/files/shelter/2022/08/202208171608254_s.jpg,20220816,영북면 운천로75-21 인근,[개] 믹스견,갈/흰,2022(년생),2.8(Kg),경기-포천-2022-00750,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608254.jpg,보호중,M,N,왼쪽눈 누런눈곱 약간. 코검정. 꼬리끝 흰털. 겁있음. 얌전함. 꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883
441560202201009,http://www.animal.go.kr/files/shelter/2022/08/202208171608878_s.jpg,20220816,영북면 운천로75-21 인근,[개] 믹스견,흰,2022(년생),2(Kg),경기-포천-2022-00749,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608878.jpg,보호중,F,U,꼬리말림. 코검정. 설사. 겁많음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883
441560202201008,http://www.animal.go.kr/files/shelter/2022/08/20220817160886[1]_s.jpg,20220816,화합로 271 인근,[개] 푸들,갈,2017(년생),5.8(Kg),경기-포천-2022-00748,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/20220817160886[1].jpg,종료(반환),M,Y,갈색목줄/머리에흰노끈.우안눈곱.각질심함/전신피부질환.앞가슴탈모.손할줄앎.양귀외이염.칩있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883
441559202200937,http://www.animal.go.kr/files/shelter/2022/08/202208171608519_s.jpg,20220816,광적면 일대,[개] 라브라도 리트리버,흰/갈,2022(년생),16(Kg),경기-양주-2022-00379,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608519.jpg,종료(입양),F,U,겨자색 하네스. 코검정. 입주변만 흰털 있음. 눈곱약간. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361
441409202201261,http://www.animal.go.kr/files/shelter/2022/08/202208171608889_s.jpg,20220816,통진읍 서암리 766-2 인근,[고양이] 한국 고양이,갈/흰,2022(년생),0.9(Kg),경기-김포-2022-00673,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608889.jpg,종료(자연사),F,U,눈곱. 콧물. 항문탈장. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893
441409202201260,http://www.animal.go.kr/files/shelter/2022/08/202208171608487_s.jpg,20220816,장기동 832-3 인근,[개] 믹스견,갈/흰,2022(년생),7(Kg),경기-김포-2022-00672,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608487.jpg,종료(반환),F,U,"양귀,꼬리털 남기고 미용 흔적. 네발끝 흰털. 코검정. 다리가긺. 사람좋아함. 꼬리단미안됨. 털푸석한편.",한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893
441405202202167,http://www.animal.go.kr/files/shelter/2022/08/202208170908783_s.jpg,20220816,기흥구 민속촌로 90 한국민속촌,[개] 치와와,흰색,2021(년생),2.5(Kg),경기-용인-2022-00469,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908783.jpg,종료(입양),F,U,활발하고 귀여운 아이,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463
441394202201586,http://www.animal.go.kr/files/shelter/2022/08/202208162108112_s.jpg,20220816,동산동 50-10 부근,[개] 진도견,황색,2017(년생),13.6(Kg),경기-고양-2022-00618,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208162108112.jpg,보호중,F,U,초록색 목줄 착용,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657
441394202201585,http://www.animal.go.kr/files/shelter/2022/08/202208162008799_s.jpg,20220816,탄현동 1484 부근,[개] 코카 스파니엘,"흰색 , 황색",2018(년생),13(Kg),경기-고양-2022-00617,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208162008799.jpg,종료(반환),F,U,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657
441382202200744,http://www.animal.go.kr/files/shelter/2022/08/202208171608322_s.jpg,20220816,의정로140번길 15  가능초등학교 인근,[개] 말티즈,흰,2012(년생),2(Kg),경기-의정부-2022-00211,20220817,20220929,http://www.animal.go.kr/files/shelter/2022/08/202208171608322.jpg,보호중,F,U,노란눈곱.혀내밀고있음.전체미용.왼쪽되태부안쪽종양.이빨없음.목뒤쪽사마귀.양눈결막염.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 의정부시,이인애,031-828-4083
431369202200497,http://www.animal.go.kr/files/shelter/2022/08/202208171008856_s.jpg,20220816,"다운로 128, 대로카센터 앞 박스",[고양이] 한국 고양이,고등어무늬,2022(년생),0.85(Kg),울산-중구-2022-00245,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171008856.jpg,보호중,Q,N,경계심 심함/하악질 함,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍),울산광역시 중구,권나영(중구청),052-290-3333
430364202200217,http://www.animal.go.kr/files/shelter/2022/08/202208171308706_s.jpg,20220816,세천동 367-1 인근,[개] 슈나우져,흑？갈,2017(년생),8(Kg),대전-동구-2022-00214,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308706.jpg,종료(반환),F,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647
430364202200216,http://www.animal.go.kr/files/shelter/2022/08/202208171308731_s.jpg,20220816,가오동 신흥교회 인근,[고양이] 한국 고양이,고등어 태비,2022(년생),1(Kg),대전-동구-2022-00213,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308731.jpg,종료(자연사),M,U,교통사고,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647
428355202200592,http://www.animal.go.kr/files/shelter/2022/08/202208162208348_s.jpg,20220816,효성동 강성장로교회부근,[개] 말티즈,백색,2017(년생),4.5(Kg),인천-계양-2022-00376,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208162208348.jpeg,보호중,M,Y,털짧게 미용되어있슴,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동),인천광역시 계양구,계양구,032-450-6844
428354202201322,http://www.animal.go.kr/files/shelter/2022/08/202208161708916_s.jpg,20220816,부평북로 332 풍경채 빌라,[개] 시바,갈색,2021(년생),9(Kg),인천-부평-2022-00702,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208161708916.jpg,종료(반환),F,U,미용상태.친화적,삼산종합동물병원,032-330-0075,인천광역시 부평구 체육관로 40 (삼산동),인천광역시 부평구,장상규,032-509-6554
428354202201321,http://www.animal.go.kr/files/shelter/2022/08/202208161608215_s.jpg,20220816,산곡역 주변,[고양이] 한국 고양이,삼색,2022(년생),0.2(Kg),인천-부평-2022-00701,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208161608215.jpg,보호중,F,N,어미잃은 자묘,늘푸른동물병원,032-507-0075,인천광역시 부평구 후정동로 60 (삼산동),인천광역시 부평구,장상규,032-509-6554
428353202200860,http://www.animal.go.kr/files/shelter/2022/08/202208171108355_s.jpg,20220816,남동구 논현동 577,[고양이] 한국 고양이,흰/회/검,2022(년생),0.8(Kg),인천-남동-2022-00394,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108355.jpg,종료(자연사),F,N,(어미없는새끼고양이)이마 m 자 무늬,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093
427348202200817,http://www.animal.go.kr/files/shelter/2022/08/202208161208815_s.jpg,20220816,가태길 55,[개] 믹스견,검정,2022(년생),2.70(Kg),대구-달성-2022-00516,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208161208815.jpg,종료(안락사),F,N,4마리 구조,달성축산동물병원,053-614-3775,대구광역시 달성군 현풍면 원교길 6 (현풍면),대구광역시 달성군,동물보호 담당,053-668-3863
427345202200493,http://www.animal.go.kr/files/shelter/2022/08/202208171308475_s.jpg,20220816,칠곡중앙대로 80길 10,[고양이] 한국 고양이,회색,2022(년생),0.28(Kg),대구-북구-2022-00277,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308475.jpg,종료(자연사),M,N,"어미분리자묘,결막염,영양상태 매우 불량,탈수, 탈진",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192
427345202200492,http://www.animal.go.kr/files/shelter/2022/08/202208171308223_s.jpg,20220816,칠성 119,[고양이] 한국 고양이,삼색,2022(년생),0.40(Kg),대구-북구-2022-00276,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308223.jpg,보호중,F,N,"어미분리자묘, 탈수, 탈진",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192
427345202200491,http://www.animal.go.kr/files/shelter/2022/08/202208171308807_s.jpg,20220816,복현 브라운스톤 명문세가 2단지,[개] 믹스견,흰+갈색,2019(년생),4(Kg),대구-북구-2022-00275,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308807.jpg,보호중,F,U,겁 많고 예민함,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192
427345202200490,http://www.animal.go.kr/files/shelter/2022/08/202208171108406_s.jpg,20220816,침산동 궁전하이츠 부근,[기타축종] 고슴도치,회색,2021(년생),0.21(Kg),대구-북구-2022-00274,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108406.jpg,종료(입양),Q,N,뒷다리 이상,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192
427342202200508,http://www.animal.go.kr/files/shelter/2022/08/202208171108971_s.jpg,20220816,반야월북로 12길 13,[개] 믹스견,흰색,2018(년생),21(Kg),대구-동구-2022-00259,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108971.jpg,보호중,M,N,목에 상처 있음,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654
427342202200507,http://www.animal.go.kr/files/shelter/2022/08/202208171108296_s.jpg,20220816,신천휴먼시아 6단지 내,[개] 믹스견,흰색,2016(년생),9(Kg),대구-동구-2022-00258,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108296.jpg,종료(반환),M,Y,"미용, 내장칩 등록견",대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654
426339202200350,http://www.animal.go.kr/files/shelter/2022/08/202208171008757_s.jpg,20220816,삼덕로 59,[고양이] 한국 고양이,흰검,2019(년생),3(Kg),부산-사상-2022-00212,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171008757.jpg,보호중,Q,U,"사상구-212 흰검&기력소진,노쇠,허약,탈진",유기동물및동물보호협,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동),부산광역시 사상구,여선희,051-310-4781
426338202200350,http://www.animal.go.kr/files/shelter/2022/08/202208171008688_s.jpg,20220816,수미로50번길 50,[고양이] 한국 고양이,갈색+흰색,2022(년생),0.42(Kg),부산-수영-2022-00176,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171008688.jpg,보호중,M,N,"3개월미만 추정, 영양상태 불량, 기력저하,",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 수영구,박준영,051-610-4507
426336202200356,http://www.animal.go.kr/files/shelter/2022/08/202208171108518_s.jpg,20220816,송정중 인근,[고양이] 한국 고양이,회색,2022(년생),0.21(Kg),부산-강서-2022-00325,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108518.jpg,종료(자연사),M,N,무리와 떨어짐,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 강서구,박혜리,051-970-4814
426336202200355,http://www.animal.go.kr/files/shelter/2022/08/202208171108675_s.jpg,20220816,가덕해안로1212번길 46,[고양이] 한국 고양이,회색,2022(년생),0.4(Kg),부산-강서-2022-00324,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108675.jpg,보호중,M,N,수2암1,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 강서구,박혜리,051-970-4814
426335202200458,http://www.animal.go.kr/files/shelter/2022/08/202208170908568_s.jpg,20220816,서동 세웅병원 앞 골목,[고양이] 한국 고양이,갈색+흰색,2022(년생),0.32(Kg),부산-금정-2022-00256,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908568.jpg,종료(자연사),F,U,"3개월미만 추정, 영양상태 불량, 기력저하, 안질환",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 금정구,이주향,051-519-4476
426334202200657,http://www.animal.go.kr/files/shelter/2022/08/202208170808775_s.jpg,20220816,하신중앙로17번길 39 ㈜정빈씨푸드,[개] 말티즈,흰색,2020(년생),5(Kg),부산-사하-2022-00354,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170808775.jpg,종료(입양),F,U,친화력이 높고 온순함. 미용 되어있음.,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 사하구,박혜영,051-220-4477
426333202200650,http://www.animal.go.kr/files/shelter/2022/08/202208170908580_s.jpg,20220816,재반로 196번길 22-31 1층,[고양이] 믹스묘,검정+흰색,2022(년생),0.1(Kg),부산-해운대-2022-00307,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908580.jpg,종료(자연사),M,N,"3개월미만 추정, 영양상태 불량, 기력저하, 검정+흰색",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 해운대구,김동혁,051-749-5681
426332202200400,http://www.animal.go.kr/files/shelter/2022/08/202208170908205_s.jpg,20220816,덕천동 444-15,[개] 믹스견,황색,2018(년생),17(Kg),부산-북구-2022-00354,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908205.jpg,보호중,M,N,"힘이좋음,경계심과공격성이강함,털뭉침이심함,북구1-171호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651
426332202200399,http://www.animal.go.kr/files/shelter/2022/08/202208170908785_s.jpg,20220816,덕천동 444-15,[개] 믹스견,황색,2020(년생),14(Kg),부산-북구-2022-00353,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908785.jpg,보호중,M,N,"힘이좋음,경계심과공격성이강함,진드기도포,북구1-170호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651
426332202200398,http://www.animal.go.kr/files/shelter/2022/08/202208170908465_s.jpg,20220816,덕천동 444-15,[개] 믹스견,검정,2017(년생),15(Kg),부산-북구-2022-00352,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908465.jpg,보호중,F,N,"힘이좋음,경계심과공격성이강함,진드기도포,북구1-169호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651
426332202200397,http://www.animal.go.kr/files/shelter/2022/08/202208170908962_s.jpg,20220816,덕천동 444-15,[개] 믹스견,황색,2019(년생),11(Kg),부산-북구-2022-00351,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908962.jpg,보호중,F,N,"힘이좋음,경계심과공격성이강함,북구1-168호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651
426332202200396,http://www.animal.go.kr/files/shelter/2022/08/202208170908648_s.jpg,20220816,덕천동 444-15,[개] 믹스견,검정,2019(년생),12(Kg),부산-북구-2022-00350,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908648.jpg,보호중,F,N,"힘이좋음,경계심과공격성이강함,털무늬가매력적,북구1-167호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651
426330202200415,http://www.animal.go.kr/files/shelter/2022/08/202208171308513_s.jpg,20220816,명륜로45번길 31 수안아파트 a동,[고양이] 혼합,검정+흰색,2022(년생),0.69(Kg),부산-동래-2022-00215,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308513.jpg,보호중,M,N,"3개월미만 추정, 영양상태 불량, 기력저하, 마름",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915
426329202200624,http://www.animal.go.kr/files/shelter/2022/08/202208221008724_s.jpg,20220816,서면 문화로 5번길 12,[고양이] 한국 고양이,검갈,2022(년생),0.1(Kg),부산-부산진-2022-00279,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208221008724.jpg,종료(자연사),Q,N,"검갈&어미없음,젖먹이,허약,탈진",동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동),부산광역시 부산진구,부산진구청,051-605-4474
426329202200623,http://www.animal.go.kr/files/shelter/2022/08/202208220908488_s.jpg,20220816,당감로 25,[고양이] 한국 고양이,검흰,2022(년생),0.2(Kg),부산-부산진-2022-00278,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208220908488.jpg,종료(자연사),Q,U,"검흰&어미없음,젖먹이,허약,탈진",동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동),부산광역시 부산진구,부산진구청,051-605-4474
426328202200308,http://www.animal.go.kr/files/shelter/2022/08/202208171108352_s.jpg,20220816,해양로 307,[고양이] 한국 고양이,갈색,2022(년생),0.23(Kg),부산-영도-2022-00115,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108352.jpg,종료(자연사),Q,N,"암1, 수1, 아직 눈 못뜸.",하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 영도구,유혜정,051-419-6211
411324202200479,http://www.animal.go.kr/files/shelter/2022/08/202208171608748_s.jpg,20220816,암사역 8호선 열차 내부,[기타축종] 자라,초/노,2022(년생),0.05(Kg),서울-강동-2022-00190,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608748.jpg,보호중,Q,U,겁많음. 성별및 나이 추정불가.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  (사)한국동물구조관리협회,서울특별시 강동구,강동구청 반려동물팀,02-3425-6015
411324202200478,http://www.animal.go.kr/files/shelter/2022/08/202208171408232_s.jpg,20220816,강동구 명일동 솔베뉴 놀이터 숲,[고양이] 한국 고양이,"갈색, 검정, 흰색",2022(년생),0.2(Kg),서울-강동-2022-00189,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171408232.jpg,보호중,Q,N,포유기 새끼,GD동물병원,02-3425-6014,서울특별시 강동구 상일로 13 (상일동) 1~2층 GD동물병원,서울특별시 강동구,강동구청 반려동물팀,02-3425-6015
411317202200290,http://www.animal.go.kr/files/shelter/2022/08/202208171608929_s.jpg,20220816,가산디지털2로 123 맞은편,[고양이] 한국 고양이,갈/검줄/흰,2022(년생),1.3(Kg),서울-금천-2022-00088,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608929.jpg,보호중,F,U,눈곱. 콧물. 양후지마비 증상. 골반골절의심. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 금천구,생활유통팀,02-2627-1313
411316202200725,http://www.animal.go.kr/files/shelter/2022/08/202208171608982[1]_s.jpg,20220816,구로동 476-24 인근,[고양이] 한국 고양이,갈/검줄,2022(년생),0.3(Kg),서울-구로-2022-00112,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608982[1].jpg,종료(자연사),M,N,눈곱. 콧물. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 구로구,질병관리과,02-860-2428
411315202200337,http://www.animal.go.kr/files/shelter/2022/08/202208171608375_s.jpg,20220816,강서로56길 17 인근,[고양이] 한국 고양이,갈줄,2022(년생),0.6(Kg),서울-강서-2022-00130,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608375.jpg,종료(자연사),F,U,눈곱. 콧물. 설사. 기력없음. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272
411315202200336,http://www.animal.go.kr/files/shelter/2022/08/202208171608579_s.jpg,20220816,허준로47 인근,[개] 푸들,검,2018(년생),4.7(Kg),서울-강서-2022-00129,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608579.jpg,종료(입양),F,U,코검정. 얌전함. 왼쪽눈 누런눈곱. 토한흔적있음. 꼬리단미됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272
411312202200419,http://www.animal.go.kr/files/shelter/2022/08/202208171608843_s.jpg,20220816,연세대 법현학사 앞,[개] 시츄,갈/검/흰,2020(년생),4.2(Kg),서울-서대문-2022-00068,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608843.jpg,종료(입양),M,N,꼬리털길게남기고전체미용.사람좋아함.네발털변색/뒷발이더심함.부정교합.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 서대문구,오제원,02-330-4373
411311202200544,http://www.animal.go.kr/files/shelter/2022/08/202208171608195_s.jpg,20220816,연서로118-1 인근,[고양이] 한국 고양이,갈/검/흰,2022(년생),1.2(Kg),서울-은평-2022-00172,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608195.jpg,종료(자연사),F,U,눈곱. 콧물. 설사. 여윔. 기력없음. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,서울특별시 은평구,이지현,02-351-6842
411311202200543,http://www.animal.go.kr/files/shelter/2022/08/202208171608681_s.jpg,20220816,진관동 선림사 인근,[개] 믹스견,갈/흰/검,2022(년생),4(Kg),서울-은평-2022-00171,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608681.jpg,종료(입양),M,N,겁많음. 얌전함. 코검정. 꼬리단미안됨. 털푸석함.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,서울특별시 은평구,이지현,02-351-6842
