desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
426332202200440,http://www.animal.go.kr/files/shelter/2022/09/202209021009351_s.jpg,20220831,화명코오롱하늘채1차 아파트,[개] 믹스견,황색,2022(년생),3(Kg),부산-북구-2022-00393,20220902,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209021009351.jpg,보호중,F,N,"2두동시입소,겁이많음,약간의경계심이있음,북구1-186호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651,
426332202200439,http://www.animal.go.kr/files/shelter/2022/09/202209021009958_s.jpg,20220831,화명코오롱하늘채1차 아파트,[개] 믹스견,황색,2022(년생),3(Kg),부산-북구-2022-00392,20220902,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209021009958.jpg,보호중,F,N,"2두동시입소,겁이많음,약간의경계심이있음,북구1-185호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651,
426331202200344,http://www.animal.go.kr/files/shelter/2022/09/202209011409561_s.jpg,20220831,동항로37번길 3,[고양이] 한국 고양이,검정색,2022(년생),0.14(Kg),부산-남구-2022-00230,20220902,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011409561.jpg,보호중,M,N,"3개월미만 추정, 영양상태 불량, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정승묵,051-607-4481,
426326202200514,http://www.animal.go.kr/files/shelter/2022/09/202209021209586_s.jpg,20220831,원양로 451 인근,[개] 믹스견,황색검정색,2022(년생),3.5(Kg),부산-서구-2022-00443,20220902,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209021209586.jpeg,보호중,F,N,"기력없음,영양상태부족,눈꼽이많이낌",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 서구,,051-240-4504,
426326202200513,http://www.animal.go.kr/files/shelter/2022/09/202209021109146_s.jpg,20220831,아미로28번길 7,[개] 믹스견,흰색,2017(년생),12(Kg),부산-서구-2022-00442,20220902,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209021109146.jpeg,보호중,F,U,"약간의경계심이있음,뾰족한귀가매력적",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 서구,,051-240-4504,
411306202200572,http://www.animal.go.kr/files/shelter/2022/09/202209011609268_s.jpg,20220831,동일로126나길 4 인근,[개] 시츄,갈/흰,2021(년생),5.64(Kg),서울-중랑-2022-00130,20220902,20220922,http://www.animal.go.kr/files/shelter/2022/09/202209011609268.jpg,종료(반환),F,U,오드아이(은청/갈). 코검정. 미용됨. 사람좋아함/얌전. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 중랑구,김가희,02-2094-0753,
450650202203278,http://www.animal.go.kr/files/shelter/2022/08/202209010909859_s.jpg,20220831,서귀포시 서호동 서호중로 55,[개] 믹스견,흰갈,2022(년생),7.7(Kg),제주-제주-2022-03174,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010909859.jpg,종료(반환),F,N,개체관리번호 2766 - 5개월/낡은목줄,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202203277,http://www.animal.go.kr/files/shelter/2022/08/202209010909106_s.jpg,20220831,제주시 구좌읍 덕평로 46,[개] 믹스견,브린들,2022(년생),3.4(Kg),제주-제주-2022-03173,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010909106.jpg,보호중,F,N,개체관리번호 2765 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202203276,http://www.animal.go.kr/files/shelter/2022/08/202209010909746_s.jpg,20220831,제주시 구좌읍 덕평로 46,[개] 믹스견,흰갈,2022(년생),3.2(Kg),제주-제주-2022-03172,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010909746.jpg,보호중,F,N,개체관리번호 2764 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202203275,http://www.animal.go.kr/files/shelter/2022/08/202209010909251_s.jpg,20220831,서귀포시 대정읍 도원중로 105-2,[개] 믹스견,검갈,2022(년생),17(Kg),제주-제주-2022-03171,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010909251.jpg,보호중,F,N,개체관리번호 2763 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
448567202200707,http://www.animal.go.kr/files/shelter/2022/08/202209011109975_s.jpg,20220831,의창구 북면 무동리 산16-3,[개] 믹스견,흰색+갈색+검정색,2022(년생),0.8(Kg),경남-창원1-2022-00399,20220901,20220910,http://www.animal.go.kr/files/shelter/2022/08/202209011109975.jpg,보호중,F,N,L-8-1-45  1개월. 계속 품에 안기려는 이쁜 애기~ 땡글한 눈이 너~~~~무 이쁨~(공고중입양가능),창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,
448567202200706,http://www.animal.go.kr/files/shelter/2022/08/202209011009489_s.jpg,20220831,의창구 도계두리길 96 부근,[개] 믹스견,흰색+연갈색,2020(년생),4.6(Kg),경남-창원1-2022-00398,20220901,20220910,http://www.animal.go.kr/files/shelter/2022/08/202209011009489.jpg,종료(반환),F,N,L-8-1-44 흰색+연갈색. 짧게 미용되어있음. 내장칩동물등록:이름;예쁨,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,
448567202200705,http://www.animal.go.kr/files/shelter/2022/08/202209011009508_s.jpg,20220831,의창구 북면 화천리 436-7번지 부근,[개] 라브라도 리트리버,크림색,2021(년생),25(Kg),경남-창원1-2022-00397,20220901,20220910,http://www.animal.go.kr/files/shelter/2022/08/202209011009508.jpg,종료(반환),F,N,L-8-1-43 크림색. 내장칩동물등록:이름;버터,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,
448541202201374,http://www.animal.go.kr/files/shelter/2022/08/202208312108843_s.jpg,20220831,유어면 거마,[개] 믹스견,흰색,2019(년생),6(Kg),경남-창녕-2022-00602,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202208312108843.jpg,보호중,F,N,동네 떠돌이 개,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
448538202200404,http://www.animal.go.kr/files/shelter/2022/09/202209011809878_s.jpg,20220831,동면법기터널부근,[개] 믹스견,갈색흰색,2019(년생),6.7(Kg),경남-양산-2022-00205,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011809878.jpg,보호중,M,U,갈색흰색 유인틀포획 입질이심함,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,
448535202201185,http://www.animal.go.kr/files/shelter/2022/08/202209011309893_s.jpg,20220831,진영119,[개] 시베리안 허스키,"흰색,회색",2018(년생),21(Kg),경남-김해-2022-01068,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209011309893.jpeg,종료(반환),M,U,"1-696, 온순하고 사람을 잘 따름, 매력적인 털을 가짐",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,
447522202200323,http://www.animal.go.kr/files/shelter/2022/08/202209011209158_s.jpg,20220831,지천면하빈로,[개] 믹스견,흰색 크림색,2022(년생),1(Kg),경북-칠곡-2022-00242,20220901,20220908,http://www.animal.go.kr/files/shelter/2022/08/202209011209158.jpg,보호중,M,N,농가주택창고앞 박스에담아유기 어미를알수없는사람을잘따르는 귀여운아이들,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
445473202200110,http://www.animal.go.kr/files/shelter/2022/09/202209011409278_s.jpg,20220831,진안군 용담면 호계길 562-28,[개] 믹스견,흰색,2021(년생),7(Kg),전북-진안-2022-00118,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011409278.jpg,보호중,F,N,사람을 잘따름,팜그린동물약품병원,063-430-8175,전라북도 진안군 진안읍 진무로 887,전라북도 진안군,진안군,063-430-8175,
444452202201450,http://www.animal.go.kr/files/shelter/2022/08/202209010009135_s.jpg,20220831,방축동 신정초등학교 옆 골목,[개] 믹스견,"흰,갈,검정색",2022(년생),2(Kg),충남-아산-2022-00724,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009135.jpg,보호중,M,N,1450호(관리) 724호(공고) 2개월추정 진드기 있음,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201449,http://www.animal.go.kr/files/shelter/2022/08/202209010009284_s.jpg,20220831,배방읍 고불로88-1 캠핑까페 안,[개] 시베리안 허스키,흰&검정색,2017(년생),15(Kg),충남-아산-2022-00723,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009284.jpg,종료(반환),M,N,1449호(관리) 723호(공고),아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201446,http://www.animal.go.kr/files/shelter/2022/08/202209010009696_s.jpg,20220831,탕정면로139-12 회사 컨테이너 밑,[개] 믹스견,갈검색,2022(년생),2(Kg),충남-아산-2022-00722,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009696.jpg,보호중,M,N,1446호(관리) 722호(공고) 2개월추정 새끼4-4 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201445,http://www.animal.go.kr/files/shelter/2022/08/202209010009846_s.jpg,20220831,탕정면로 139-12 회사 컨테이너 밑,[개] 믹스견,흰색,2022(년생),2(Kg),충남-아산-2022-00721,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009846.jpg,보호중,F,N,1445호(관리) 721호(공고) 2개월추정 새끼4-3 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201444,http://www.animal.go.kr/files/shelter/2022/08/202209010009358_s.jpg,20220831,탕정면로 139-12 회사 컨테이너 밑,[개] 믹스견,흰색,2022(년생),2(Kg),충남-아산-2022-00720,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009358.jpg,보호중,M,N,1444호(관리) 720호(공고) 2개월추정 새끼4-2 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201443,http://www.animal.go.kr/files/shelter/2022/08/20220901000907_s.jpg,20220831,탕정면로 139-12 회사 컨테이너 밑,[개] 믹스견,갈검색,2022(년생),2(Kg),충남-아산-2022-00719,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/20220901000907.jpg,보호중,F,N,1443호(관리) 719호(공고) 2개월추정 새끼4-1 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201442,http://www.animal.go.kr/files/shelter/2022/08/20220901000959_s.jpg,20220831,탕정면 용두리 458 밭 주변 컨테이너 밑,[개] 믹스견,갈색,2022(년생),2(Kg),충남-아산-2022-00718,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/20220901000959.jpg,보호중,M,N,1442호(관리) 718호(공고) 2개월추정 새끼4-4 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201441,http://www.animal.go.kr/files/shelter/2022/08/202209010009347_s.jpg,20220831,탕정면 용두리 458 밭 주변 컨테이너 밑,[개] 믹스견,흰색,2022(년생),2(Kg),충남-아산-2022-00717,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009347.jpg,보호중,F,N,1441호(관리) 717호(공고) 2개월추정 새끼4-3 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201440,http://www.animal.go.kr/files/shelter/2022/08/202209010009462_s.jpg,20220831,탕정면 용두리 458 밭 주변 컨테이너 밑,[개] 믹스견,흰색,2022(년생),2(Kg),충남-아산-2022-00716,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010009462.jpg,보호중,F,N,1440호(관리) 716호(공고) 2개월추정 새끼4-2 진드기 범벅,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
443444202200281,http://www.animal.go.kr/files/shelter/2022/08/202209011009435[1]_s[1].jpg,20220831,학산영동로1216 남성대@102동,[고양이] 한국 고양이,흰색바탕에 검정무늬,2022(년생),0.34(Kg),충북-영동-2022-00131,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209011009435[1].jpg,보호중,Q,N,접착제(찐드기)가 온몸에 붙어있음,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)",충청북도 영동군,영동군 동물보호담당,043-740-3443,
443444202200280,http://www.animal.go.kr/files/shelter/2022/08/202209011009505[1]_s.jpg,20220831,학산영동로1216 남성대@102동,[고양이] 한국 고양이,흰색 바타에 검정무늬,2022(년생),0.24(Kg),충북-영동-2022-00130,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209011009505[1].jpg,보호중,Q,N,접착제(찐드기)가 온몸에 붙어있음,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)",충청북도 영동군,영동군 동물보호담당,043-740-3443,
442424202200288,http://www.animal.go.kr/files/shelter/2022/08/202209010909983_s.jpg,20220831,삼척시 마평동 마을회관 인근,[개] 믹스견,검은색,2019(년생),12(Kg),강원-삼척-2022-00090,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209010909983.jpeg,보호중,F,N,건강함,삼척시유기동물보호소,010-4373-1899,"강원도 삼척시 근덕면 교곡길 127-281 (근덕면, 쓰레기소각시설) 유기동물보호소",강원도 삼척시,삼척시,033-570-3398,
442423202200409,http://www.animal.go.kr/files/shelter/2022/08/202209011009700_s.jpg,20220831,롯데시네마 3층,[고양이] 한국 고양이,회색,2021(년생),2(Kg),강원-속초-2022-00232,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/202209011009700.jpg,보호중,F,N,"파란색목줄,분홍색리본 착용",속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동),강원도 속초시,최화진,033-639-2583,
442423202200408,http://www.animal.go.kr/files/shelter/2022/08/20220901100906_s.jpg,20220831,동해대로3930번길55,[고양이] 한국 고양이,검/흰,2015(년생),3.8(Kg),강원-속초-2022-00231,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/08/20220901100906.jpeg,종료(자연사),M,N,탈진상태,속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동),강원도 속초시,최화진,033-639-2583,
441560202201140,http://www.animal.go.kr/files/shelter/2022/09/202209011609948_s.jpg,20220831,영북면 영북로 214 영북중학교 인근,[개] 알라스칸 말라뮤트,갈/검/흰,2020(년생),18(Kg),경기-포천-2022-00828,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011609948.jpg,보호중,M,N,말라뮤트혼종추정. 노란눈곱. 코검정. 파란바탕+주황목걸이. 기력없는듯보임. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202201139,http://www.animal.go.kr/files/shelter/2022/09/202209011609459_s.jpg,20220831,창수면 주원리795-3 인근,[개] 믹스견,갈/검/흰,2022(년생),2.64(Kg),경기-포천-2022-00827,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011609459.jpg,보호중,M,N,코검정+살색. 약간눈곱있음. 낑낑댐/겁있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202201138,http://www.animal.go.kr/files/shelter/2022/09/202209011609902_s.jpg,20220831,창수면 주원리 795-3 인근,[개] 믹스견,흰/연갈,2022(년생),2.18(Kg),경기-포천-2022-00826,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011609902.jpg,보호중,F,U,코갈+살색. 얌전함. 겁있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202201137,http://www.animal.go.kr/files/shelter/2022/09/202209011609235_s.jpg,20220831,창수면 주원리 795-3 인근,[개] 믹스견,창수면 주원리 795-3,2022(년생),5.02(Kg),경기-포천-2022-00825,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011609235.jpg,보호중,F,U,우안 누런눈곱. 유선발달. 얌전함. 안아준뒤 낑낑거림. 꼬리단미안됨. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441559202200959,http://www.animal.go.kr/files/shelter/2022/09/202209011609737[1]_s.jpg,20220831,회암사길 281 회암사 산신각 인근,[개] 그레이트 피레니즈,흰,2020(년생),23(Kg),경기-양주-2022-00401,20220901,20220913,http://www.animal.go.kr/files/shelter/2022/09/202209011609737[1].jpg,종료(반환),M,N,코검정. 얌전/사람좋아함. 꼬리단미안됨. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361,
